day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;36400;EMERALDS;9992;12;9990;27;;;10008;12;10010;27;;;10000.0;116.0
-1;36500;EMERALDS;9992;11;9990;26;;;10008;11;10010;26;;;10000.0;116.0
-1;36500;TOMATOES;4986;10;4985;17;;;5000;10;5001;17;;;4993.0;250.373046875
-1;36600;EMERALDS;9992;13;9990;21;;;10008;13;10010;21;;;10000.0;116.0
-1;36600;TOMATOES;4985;6;4984;18;;;4999;6;5000;18;;;4992.0;252.0498046875
-1;36700;TOMATOES;4985;7;4984;20;;;4998;7;4999;20;;;4991.5;252.9931640625
-1;36700;EMERALDS;10000;7;9992;11;9990;30;10008;11;10010;30;;;10004.0;116.0
-1;36800;TOMATOES;4985;9;4984;22;;;4998;9;5000;22;;;4991.5;252.888671875
-1;36800;EMERALDS;9992;12;9990;26;;;10008;12;10010;26;;;10000.0;116.0
-1;36900;EMERALDS;9992;11;9990;29;;;10008;11;10010;29;;;10000.0;116.0
-1;36900;TOMATOES;4985;8;4984;21;;;4999;8;5000;21;;;4992.0;251.9833984375
-1;37000;EMERALDS;9992;13;9990;23;;;10008;13;10010;23;;;10000.0;116.0
-1;37000;TOMATOES;4985;5;4984;25;;;4998;5;5000;25;;;4991.5;252.591796875
-1;37100;TOMATOES;4985;7;4984;23;;;4998;7;5000;23;;;4991.5;252.7060546875
-1;37100;EMERALDS;9992;12;9990;23;;;10008;12;10010;23;;;10000.0;116.0
-1;37200;TOMATOES;4985;5;4984;19;;;4998;5;5000;19;;;4991.5;252.6455078125
-1;37200;EMERALDS;9992;12;9990;22;;;10008;12;10010;22;;;10000.0;116.0
-1;37300;EMERALDS;9992;13;9990;27;;;10008;13;10010;27;;;10000.0;116.0
-1;37300;TOMATOES;4985;5;4984;19;;;4998;5;5000;19;;;4991.5;252.6298828125
-1;37400;EMERALDS;9992;11;9990;22;;;10008;11;10010;22;;;10000.0;116.0
-1;37400;TOMATOES;4985;7;4984;18;;;4998;7;5000;18;;;4991.5;252.49609375
-1;37500;TOMATOES;4985;7;4984;17;;;4999;7;5000;17;;;4992.0;251.54296875
-1;37500;EMERALDS;9992;12;9990;29;;;10008;12;10010;29;;;10000.0;116.0
-1;37600;TOMATOES;4985;5;4984;20;;;4998;5;5000;20;;;4991.5;252.5244140625
-1;37600;EMERALDS;9992;15;9990;24;;;10008;15;10010;24;;;10000.0;116.0
-1;37700;EMERALDS;9992;11;9990;28;;;10008;11;10010;28;;;10000.0;116.0
-1;37700;TOMATOES;4985;9;4983;20;;;4998;9;4999;20;;;4991.5;253.3388671875
-1;37800;EMERALDS;9992;12;9990;27;;;10008;12;10010;27;;;10000.0;116.0
-1;37800;TOMATOES;4984;5;4983;17;;;4997;5;4999;17;;;4990.5;254.59375
-1;37900;TOMATOES;4984;6;4983;22;;;4991;3;4997;6;4998;22;4987.5;254.97265625
-1;37900;EMERALDS;9992;14;9990;27;;;10008;14;10010;27;;;10000.0;116.0
-1;38000;TOMATOES;4983;8;4982;23;;;4997;8;4998;23;;;4990.0;256.4130859375
-1;38000;EMERALDS;9992;12;9990;25;;;10008;12;10010;25;;;10000.0;116.0
-1;38100;EMERALDS;9992;12;9990;28;;;10008;12;10010;28;;;10000.0;116.0
-1;38100;TOMATOES;4982;9;4981;21;;;4996;9;4997;21;;;4989.0;257.884765625
-1;38200;EMERALDS;9992;10;9990;23;;;10008;10;10010;23;;;10000.0;116.0
-1;38200;TOMATOES;4982;6;4981;24;;;4995;6;4997;24;;;4988.5;258.7919921875
-1;38300;TOMATOES;4982;7;4981;24;;;4987;6;4995;7;4997;24;4984.5;258.8916015625
-1;38300;EMERALDS;9992;10;9990;26;;;10008;10;10010;26;;;10000.0;116.0
-1;38400;TOMATOES;4982;7;4981;15;;;4996;7;4997;15;;;4989.0;257.8798828125
-1;38400;EMERALDS;9992;13;9990;21;;;10008;13;10010;21;;;10000.0;144.0
-1;38500;EMERALDS;9992;11;9990;23;;;10008;11;10010;23;;;10000.0;144.0
-1;38500;TOMATOES;4981;8;4980;24;;;4995;8;4996;24;;;4988.0;259.8818359375
-1;38600;EMERALDS;9992;14;9990;27;;;10008;14;10010;27;;;10000.0;144.0
-1;38600;TOMATOES;4981;9;4980;22;;;4994;9;4996;22;;;4987.5;260.9208984375
-1;38700;TOMATOES;4981;9;4979;16;;;4994;9;4995;16;;;4987.5;261.0732421875
-1;38700;EMERALDS;9992;12;9990;29;;;10008;12;10010;29;;;10000.0;144.0
-1;38800;TOMATOES;4981;9;4979;15;;;4994;9;4995;15;;;4987.5;261.28125
-1;38800;EMERALDS;9992;14;9990;27;;;10008;14;10010;27;;;10000.0;144.0
-1;38900;EMERALDS;9992;15;9990;25;;;10008;15;10010;25;;;10000.0;144.0
-1;38900;TOMATOES;4981;7;4979;23;;;4994;7;4995;23;;;4987.5;261.3232421875
-1;39000;EMERALDS;9992;10;9990;29;;;10008;10;10010;29;;;10000.0;144.0
-1;39000;TOMATOES;4980;9;4979;25;;;4994;9;4995;25;;;4987.0;261.9091796875
-1;39100;TOMATOES;4980;7;4979;22;;;4993;7;4995;22;;;4986.5;262.7958984375
-1;39100;EMERALDS;9992;11;9990;29;;;10008;11;10010;29;;;10000.0;144.0
-1;39200;TOMATOES;4980;8;4979;21;;;4993;8;4995;21;;;4986.5;262.7451171875
-1;39200;EMERALDS;9992;13;9990;24;;;10008;13;10010;24;;;10000.0;144.0
-1;39300;EMERALDS;9992;11;9990;26;;;10008;11;10010;26;;;10000.0;144.0
-1;39300;TOMATOES;4979;9;4978;21;;;4992;9;4994;21;;;4985.5;264.5322265625
-1;39400;EMERALDS;9992;14;9990;27;;;10008;14;10010;27;;;10000.0;144.0
-1;39400;TOMATOES;4978;9;4977;25;;;4992;9;4993;25;;;4985.0;265.830078125
-1;39500;TOMATOES;4978;6;4977;22;;;4992;6;4993;22;;;4985.0;265.8642578125
-1;39500;EMERALDS;9992;10;9990;20;;;10008;10;10010;20;;;10000.0;144.0
-1;39600;EMERALDS;9992;11;9990;22;;;10008;11;10010;22;;;10000.0;144.0
-1;39600;TOMATOES;4978;10;4977;17;;;4991;10;4993;17;;;4984.5;266.4677734375
-1;39700;TOMATOES;4978;5;4977;17;;;4991;5;4993;17;;;4984.5;266.572265625
-1;39700;EMERALDS;9992;11;9990;20;;;10008;11;10010;20;;;10000.0;144.0
-1;39800;EMERALDS;9992;11;9990;30;;;10008;11;10010;30;;;10000.0;144.0
-1;39800;TOMATOES;4978;7;4977;15;;;4991;7;4993;15;;;4984.5;266.623046875
-1;39900;TOMATOES;4979;8;4977;25;;;4992;8;4993;25;;;4985.5;265.3349609375
-1;39900;EMERALDS;10000;8;9992;11;9990;30;10008;11;10010;30;;;10004.0;144.0
-1;40000;EMERALDS;9992;12;9990;30;;;10008;12;10010;30;;;10000.0;144.0
-1;40000;TOMATOES;4979;9;4977;18;;;4992;9;4993;18;;;4985.5;265.314453125
-1;40100;TOMATOES;4977;8;4976;16;;;4991;8;4992;16;;;4984.0;282.431640625
-1;40100;EMERALDS;9992;11;9990;27;;;10008;11;10010;27;;;10000.0;144.0
-1;40200;EMERALDS;9992;13;9990;22;;;10008;13;10010;22;;;10000.0;144.0
-1;40200;TOMATOES;4977;7;4976;22;;;4991;7;4992;22;;;4984.0;282.208984375
-1;40300;TOMATOES;4978;7;4977;15;;;4985;4;4991;7;4993;15;4981.5;279.5546875
-1;40300;EMERALDS;9992;10;9990;24;;;10008;10;10010;24;;;10000.0;144.0
-1;40400;EMERALDS;9992;11;9990;20;;;10008;11;10010;20;;;10000.0;144.0
-1;40400;TOMATOES;4977;8;4976;18;;;4991;8;4992;18;;;4984.0;283.11328125
-1;40500;TOMATOES;4977;6;4976;22;;;4990;6;4992;22;;;4983.5;285.13671875
-1;40500;EMERALDS;9992;13;9990;24;;;10000;6;10008;13;10010;24;9996.0;144.0
-1;40600;EMERALDS;9992;11;9990;24;;;10008;11;10010;24;;;10000.0;144.0
-1;40600;TOMATOES;4976;9;4975;22;;;4990;9;4991;22;;;4983.0;288.32421875
-1;40700;TOMATOES;4977;10;4976;18;;;4990;10;4992;18;;;4983.5;285.21484375
-1;40700;EMERALDS;9992;14;9990;24;;;10008;14;10010;24;;;10000.0;144.0
-1;40800;EMERALDS;9992;15;9990;29;;;10008;15;10010;29;;;10000.0;144.0
-1;40800;TOMATOES;4977;10;4975;18;;;4990;10;4991;18;;;4983.5;286.2890625
-1;40900;TOMATOES;4977;10;4975;17;;;4990;10;4991;17;;;4983.5;285.65625
-1;40900;EMERALDS;9992;12;9990;22;;;10008;12;10010;22;;;10000.0;156.0
-1;41000;EMERALDS;9992;13;9990;22;;;10008;13;10010;22;;;10000.0;156.0
-1;41000;TOMATOES;4977;8;4976;24;;;4991;8;4992;24;;;4984.0;283.52734375
-1;41100;TOMATOES;4978;10;4977;22;;;4991;10;4993;22;;;4984.5;280.15625
-1;41100;EMERALDS;9992;12;9990;22;;;10008;12;10010;22;;;10000.0;156.0
-1;41200;EMERALDS;9992;10;9990;25;;;10008;10;10010;25;;;10000.0;156.0
-1;41200;TOMATOES;4978;9;4976;24;;;4991;9;4992;24;;;4984.5;281.125
-1;41300;TOMATOES;4978;10;4976;22;;;4985;6;4991;10;4992;22;4981.5;281.7109375
-1;41300;EMERALDS;9992;13;9990;20;;;10000;6;10008;13;10010;20;9996.0;156.0
-1;41400;EMERALDS;9992;11;9990;23;;;10008;11;10010;23;;;10000.0;156.0
-1;41400;TOMATOES;4977;7;4976;19;;;4991;7;4992;19;;;4984.0;282.4140625
-1;41500;TOMATOES;4978;5;4977;15;;;4991;5;4992;15;;;4984.5;280.421875
-1;41500;EMERALDS;9992;15;9990;30;;;10008;15;10010;30;;;10000.0;156.0
-1;41600;EMERALDS;9992;10;9990;27;;;10008;10;10010;27;;;10000.0;156.0
-1;41600;TOMATOES;4977;7;4976;23;;;4990;7;4992;23;;;4983.5;284.2734375
-1;41700;TOMATOES;4977;10;4976;19;;;4991;10;4992;19;;;4984.0;281.98046875
-1;41700;EMERALDS;9992;13;9990;20;;;10008;13;10010;20;;;10000.0;156.0
-1;41800;TOMATOES;4978;6;4976;21;;;4991;6;4992;21;;;4984.5;281.779296875
-1;41800;EMERALDS;9992;15;9990;28;;;10008;15;10010;28;;;10000.0;156.0
-1;41900;EMERALDS;9992;10;9990;28;;;10008;10;10010;28;;;10000.0;156.0
-1;41900;TOMATOES;4978;7;4976;21;;;4991;7;4992;21;;;4984.5;281.171875
-1;42000;EMERALDS;9992;13;9990;28;;;10008;13;10010;28;;;10000.0;156.0
-1;42000;TOMATOES;4977;6;4976;15;;;4991;6;4992;15;;;4984.0;283.5234375
-1;42100;TOMATOES;4977;8;4976;15;;;4991;8;4992;15;;;4984.0;283.28515625
-1;42100;EMERALDS;9992;14;9990;24;;;10008;14;10010;24;;;10000.0;156.0
-1;42200;TOMATOES;4976;10;4975;17;;;4990;10;4991;17;;;4983.0;286.87109375
-1;42200;EMERALDS;9992;11;9990;26;;;10008;11;10010;26;;;10000.0;156.0
-1;42300;EMERALDS;9992;13;9990;24;;;10008;13;10010;24;;;10000.0;156.0
-1;42300;TOMATOES;4981;4;4976;10;4975;25;4989;10;4991;25;;;4985.0;289.4296875
-1;42400;EMERALDS;9992;10;9990;24;;;10008;10;10010;24;;;10000.0;156.0
-1;42400;TOMATOES;4976;6;4974;16;;;4989;6;4990;16;;;4982.5;291.2109375
-1;42500;TOMATOES;4975;6;4974;15;;;4989;6;4990;15;;;4982.0;292.25390625
-1;42500;EMERALDS;9992;12;9990;22;;;10008;12;10010;22;;;10000.0;156.0
-1;42600;TOMATOES;4975;7;4974;22;;;4988;7;4990;22;;;4981.5;294.796875
-1;42600;EMERALDS;9992;10;9990;25;;;10008;10;10010;25;;;10000.0;188.0
-1;42700;EMERALDS;9992;11;9990;20;;;10008;11;10010;20;;;10000.0;188.0
-1;42700;TOMATOES;4976;6;4975;25;;;4989;6;4991;25;;;4982.5;289.935546875
-1;42800;EMERALDS;9992;13;9990;23;;;10008;13;10010;23;;;10000.0;188.0
-1;42800;TOMATOES;4976;10;4974;21;;;4989;10;4990;21;;;4982.5;290.765625
-1;42900;TOMATOES;4983;12;4976;10;4975;16;4989;10;4991;16;;;4986.0;289.80859375
-1;42900;EMERALDS;9992;12;9990;22;;;10008;12;10010;22;;;10000.0;188.0
-1;43000;TOMATOES;4975;9;4974;23;;;4989;9;4990;23;;;4982.0;292.880859375
-1;43000;EMERALDS;9992;14;9990;24;;;10008;14;10010;24;;;10000.0;188.0
-1;43100;EMERALDS;9992;11;9990;23;;;10008;11;10010;23;;;10000.0;188.0
-1;43100;TOMATOES;4975;5;4974;19;;;4989;5;4990;19;;;4982.0;292.08984375
-1;43200;EMERALDS;9992;10;9990;27;;;10008;10;10010;27;;;10000.0;216.0
-1;43200;TOMATOES;4976;8;4975;16;;;4983;2;4989;8;4990;16;4979.5;290.3984375
-1;43300;TOMATOES;4975;9;4974;20;;;4989;9;4990;20;;;4982.0;292.513671875
-1;43300;EMERALDS;9992;10;9990;20;;;10008;10;10010;20;;;10000.0;216.0
-1;43400;TOMATOES;4976;9;4975;22;;;4989;9;4990;22;;;4982.5;290.384765625
-1;43400;EMERALDS;9992;10;9990;27;;;10008;10;10010;27;;;10000.0;216.0
-1;43500;EMERALDS;9992;11;9990;23;;;10008;11;10010;23;;;10000.0;216.0
-1;43500;TOMATOES;4976;9;4975;16;;;4990;9;4991;16;;;4983.0;287.99609375
-1;43600;EMERALDS;9992;15;9990;21;;;10008;15;10010;21;;;10000.0;216.0
-1;43600;TOMATOES;4976;9;4975;16;;;4989;9;4991;16;;;4982.5;290.14453125
-1;43700;TOMATOES;4976;7;4975;16;;;4989;7;4990;16;;;4982.5;290.470703125
-1;43700;EMERALDS;9992;12;9990;26;;;10008;12;10010;26;;;10000.0;216.0
-1;43800;TOMATOES;4976;5;4974;23;;;4989;5;4990;23;;;4982.5;290.9140625
-1;43800;EMERALDS;9992;12;9990;25;;;10008;12;10010;25;;;10000.0;216.0
-1;43900;EMERALDS;9992;10;9990;28;;;10008;10;10010;28;;;10000.0;216.0
-1;43900;TOMATOES;4975;5;4974;22;;;4989;5;4990;22;;;4982.0;292.15625
-1;44000;EMERALDS;9992;13;9990;25;;;10008;13;10010;25;;;10000.0;216.0
-1;44000;TOMATOES;4976;6;4974;18;;;4989;6;4990;18;;;4982.5;291.681640625
-1;44100;TOMATOES;4976;9;4975;20;;;4989;9;4991;20;;;4982.5;289.748046875
-1;44100;EMERALDS;9992;10;9990;28;;;10008;10;10010;28;;;10000.0;216.0
-1;44200;TOMATOES;4977;8;4976;24;;;4991;8;4992;24;;;4984.0;283.3828125
-1;44200;EMERALDS;9992;11;9990;20;;;10008;11;10010;20;;;10000.0;216.0
-1;44300;EMERALDS;9992;15;9990;24;;;10008;15;10010;24;;;10000.0;216.0
-1;44300;TOMATOES;4978;8;4977;17;;;4991;8;4993;17;;;4984.5;279.310546875
-1;44400;EMERALDS;9992;12;9990;29;;;10008;12;10010;29;;;10000.0;216.0
-1;44400;TOMATOES;4978;9;4977;24;;;4992;9;4993;24;;;4985.0;288.525390625
-1;44500;TOMATOES;4978;9;4976;25;;;4991;9;4992;25;;;4984.5;289.80859375
-1;44500;EMERALDS;9992;12;9990;26;;;10008;12;10010;26;;;10000.0;216.0
-1;44600;TOMATOES;4978;6;4977;23;;;4991;6;4993;23;;;4984.5;289.224609375
-1;44600;EMERALDS;9992;13;9990;23;;;10008;13;10010;23;;;10000.0;216.0
-1;44700;EMERALDS;9992;11;9990;23;;;10008;11;10010;23;;;10000.0;216.0
-1;44700;TOMATOES;4978;7;4976;25;;;4991;7;4992;25;;;4984.5;289.90625
-1;44800;EMERALDS;9992;15;9990;22;;;10008;15;10010;22;;;10000.0;216.0
-1;44800;TOMATOES;4978;8;4976;17;;;4991;8;4992;17;;;4984.5;290.17578125
-1;44900;TOMATOES;4977;5;4976;16;;;4990;5;4992;16;;;4983.5;292.0927734375
-1;44900;EMERALDS;9992;10;9990;26;;;10008;10;10010;26;;;10000.0;216.0
-1;45000;TOMATOES;4976;6;4975;20;;;4989;6;4991;20;;;4982.5;294.8046875
-1;45000;EMERALDS;9992;14;9990;26;;;10008;14;10010;26;;;10000.0;216.0
-1;45100;EMERALDS;9992;13;9990;25;;;10008;13;10010;25;;;10000.0;216.0
-1;45100;TOMATOES;4976;8;4975;25;;;4990;8;4991;25;;;4983.0;294.39453125
-1;45200;EMERALDS;9992;10;9990;27;;;10008;10;10010;27;;;10000.0;216.0
-1;45200;TOMATOES;4976;9;4975;25;;;4989;9;4991;25;;;4982.5;295.154296875
-1;45300;TOMATOES;4976;8;4975;20;;;4990;8;4991;20;;;4983.0;293.78125
-1;45300;EMERALDS;9992;15;9990;28;;;10008;15;10010;28;;;10000.0;216.0
-1;45400;TOMATOES;4976;5;4975;20;;;4989;5;4991;20;;;4982.5;295.1513671875
-1;45400;EMERALDS;9992;14;9990;27;;;10008;14;10010;27;;;10000.0;216.0
-1;45500;EMERALDS;9992;10;9990;23;;;10008;10;10010;23;;;10000.0;216.0
-1;45500;TOMATOES;4976;8;4975;17;;;4989;8;4991;17;;;4982.5;295.35546875
-1;45600;EMERALDS;9992;12;9990;24;;;10008;12;10010;24;;;10000.0;216.0
-1;45600;TOMATOES;4976;6;4975;25;;;4989;6;4991;25;;;4982.5;294.943359375
-1;45700;TOMATOES;4977;9;4976;16;;;4982;12;4990;9;4991;16;4979.5;292.48046875
-1;45700;EMERALDS;9992;10;9990;30;;;10008;10;10010;30;;;10000.0;216.0
-1;45800;TOMATOES;4976;8;4975;24;;;4990;8;4991;24;;;4983.0;293.80859375
-1;45800;EMERALDS;9992;13;9990;24;;;10008;13;10010;24;;;10000.0;216.0
-1;45900;EMERALDS;9992;15;9990;21;;;10008;15;10010;21;;;10000.0;216.0
-1;45900;TOMATOES;4976;8;4975;21;;;4990;8;4991;21;;;4983.0;294.166015625
-1;46000;EMERALDS;9992;11;9990;25;;;10008;11;10010;25;;;10000.0;216.0
-1;46000;TOMATOES;4977;10;4975;19;;;4990;10;4991;19;;;4983.5;293.05859375
-1;46100;TOMATOES;4976;9;4975;22;;;4990;9;4991;22;;;4983.0;293.591796875
-1;46100;EMERALDS;9992;12;9990;25;;;10008;12;10010;25;;;10000.0;216.0
-1;46200;TOMATOES;4976;5;4975;15;;;4989;5;4991;15;;;4982.5;295.021484375
-1;46200;EMERALDS;9992;12;9990;28;;;10008;12;10010;28;;;10000.0;216.0
-1;46300;EMERALDS;9992;14;9990;22;;;10008;14;10010;22;;;10000.0;216.0
-1;46300;TOMATOES;4976;10;4975;15;;;4990;10;4991;15;;;4983.0;294.5078125
-1;46400;EMERALDS;9992;11;9990;26;;;10008;11;10010;26;;;10000.0;216.0
-1;46400;TOMATOES;4976;9;4975;16;;;4990;9;4991;16;;;4983.0;293.783203125
-1;46500;TOMATOES;4977;6;4975;18;;;4990;6;4991;18;;;4983.5;292.76171875
-1;46500;EMERALDS;9992;12;9990;23;;;10008;12;10010;23;;;10000.0;216.0
-1;46600;TOMATOES;4976;6;4975;21;;;4990;6;4991;21;;;4983.0;293.775390625
-1;46600;EMERALDS;9992;13;9990;21;;;10008;13;10010;21;;;10000.0;216.0
-1;46700;EMERALDS;9992;14;9990;22;;;10008;14;10010;22;;;10000.0;216.0
-1;46700;TOMATOES;4976;9;4975;24;;;4989;9;4991;24;;;4982.5;295.1513671875
-1;46800;EMERALDS;9992;11;9990;22;;;10008;11;10010;22;;;10000.0;216.0
-1;46800;TOMATOES;4977;6;4976;20;;;4990;6;4992;20;;;4983.5;291.791015625
-1;46900;TOMATOES;4977;8;4976;21;;;4991;8;4992;21;;;4984.0;290.982421875
-1;46900;EMERALDS;9992;10;9990;26;;;10008;10;10010;26;;;10000.0;216.0
-1;47000;TOMATOES;4977;10;4976;17;;;4991;10;4992;17;;;4984.0;290.96484375
-1;47000;EMERALDS;9992;14;9990;20;;;10008;14;10010;20;;;10000.0;216.0
-1;47100;EMERALDS;9992;15;9990;24;;;10008;15;10010;24;;;10000.0;216.0
-1;47100;TOMATOES;4977;8;4975;24;;;4990;8;4991;24;;;4983.5;292.80859375
-1;47200;EMERALDS;9992;13;9990;29;;;10008;13;10010;29;;;10000.0;216.0
-1;47200;TOMATOES;4977;6;4976;25;;;4991;6;4992;25;;;4984.0;291.6298828125
-1;47300;TOMATOES;4977;8;4976;18;;;4990;8;4992;18;;;4983.5;292.396484375
-1;47300;EMERALDS;9992;12;9990;24;;;10008;12;10010;24;;;10000.0;216.0
-1;47400;TOMATOES;4977;7;4976;25;;;4991;7;4992;25;;;4984.0;291.0390625
-1;47400;EMERALDS;9992;12;9990;24;;;10008;12;10010;24;;;10000.0;216.0
-1;47500;EMERALDS;9992;11;9990;28;;;10008;11;10010;28;;;10000.0;216.0
-1;47500;TOMATOES;4977;9;4976;17;;;4990;9;4991;17;;;4983.5;292.5703125
-1;47600;EMERALDS;9992;11;9990;21;;;10008;11;10010;21;;;10000.0;216.0
-1;47600;TOMATOES;4977;9;4976;22;;;4990;9;4992;22;;;4983.5;292.1572265625
-1;47700;TOMATOES;4977;9;4976;22;;;4991;9;4992;22;;;4984.0;290.3759765625
-1;47700;EMERALDS;9992;15;9990;23;;;10008;15;10010;23;;;10000.0;216.0
-1;47800;TOMATOES;4978;6;4977;20;;;4991;6;4992;20;;;4984.5;289.5556640625
-1;47800;EMERALDS;9992;10;9990;22;;;10008;10;10010;22;;;10000.0;216.0
-1;47900;EMERALDS;9992;15;9990;21;;;10008;15;10010;21;;;10000.0;216.0
-1;47900;TOMATOES;4978;9;4976;25;;;4991;9;4992;25;;;4984.5;290.1474609375
-1;48000;EMERALDS;9992;12;9990;27;;;10008;12;10010;27;;;10000.0;216.0
-1;48000;TOMATOES;4978;5;4976;19;;;4991;5;4992;19;;;4984.5;289.720703125
-1;48100;TOMATOES;4978;8;4976;25;;;4991;8;4992;25;;;4984.5;307.74609375
-1;48100;EMERALDS;9992;13;9990;29;;;10008;13;10010;29;;;10000.0;216.0
-1;48200;EMERALDS;9992;10;9990;25;;;10008;10;10010;25;;;10000.0;216.0
-1;48200;TOMATOES;4978;7;4977;18;;;4991;7;4992;18;;;4984.5;306.90234375
-1;48300;TOMATOES;4979;9;4977;22;;;4992;9;4993;22;;;4985.5;300.15625
-1;48300;EMERALDS;9992;14;9990;29;;;10008;14;10010;29;;;10000.0;216.0
-1;48400;EMERALDS;9992;13;9990;22;;;10008;13;10010;22;;;10000.0;216.0
-1;48400;TOMATOES;4978;5;4977;15;;;4992;5;4993;15;;;4985.0;302.73828125
-1;48500;TOMATOES;4979;10;4978;16;;;4993;10;4994;16;;;4986.0;293.6875
-1;48500;EMERALDS;9992;10;9990;25;;;10008;10;10010;25;;;10000.0;216.0
-1;48600;EMERALDS;9992;12;9990;20;;;10008;12;10010;20;;;10000.0;216.0
-1;48600;TOMATOES;4981;9;4979;25;;;4994;9;4995;25;;;4987.5;283.80859375
-1;48700;TOMATOES;4981;7;4980;17;;;4995;7;4996;17;;;4988.0;280.35546875
-1;48700;EMERALDS;9992;14;9990;21;;;10008;14;10010;21;;;10000.0;216.0
-1;48800;EMERALDS;9992;15;9990;29;;;10008;15;10010;29;;;10000.0;216.0
-1;48800;TOMATOES;4982;8;4981;23;;;4995;8;4997;23;;;4988.5;281.7421875
-1;48900;TOMATOES;4982;9;4981;17;;;4996;9;4997;17;;;4989.0;277.2109375
-1;48900;EMERALDS;9992;10;9990;24;;;10008;10;10010;24;;;10000.0;216.0
-1;49000;EMERALDS;9992;13;9990;29;;;10008;13;10010;29;;;10000.0;216.0
-1;49000;TOMATOES;4982;7;4981;18;;;4996;7;4997;18;;;4989.0;274.71484375
-1;49100;TOMATOES;4983;9;4982;22;;;4996;9;4998;22;;;4989.5;271.6171875
-1;49100;EMERALDS;9992;10;9990;26;;;10008;10;10010;26;;;10000.0;216.0
-1;49200;EMERALDS;9992;11;9990;23;;;10008;11;10010;23;;;10000.0;216.0
-1;49200;TOMATOES;4983;9;4981;24;;;4996;9;4997;24;;;4989.5;274.19140625
-1;49300;TOMATOES;4983;6;4982;23;;;4996;6;4997;23;;;4989.5;271.88671875
-1;49300;EMERALDS;9992;11;9990;29;;;10008;11;10010;29;;;10000.0;216.0
-1;49400;EMERALDS;9992;14;9990;21;;;10008;14;10010;21;;;10000.0;216.0
-1;49400;TOMATOES;4982;10;4981;22;;;4996;10;4997;22;;;4989.0;278.7578125
-1;49500;TOMATOES;4981;8;4980;24;;;4995;8;4996;24;;;4988.0;286.69140625
-1;49500;EMERALDS;9992;11;9990;23;;;10008;11;10010;23;;;10000.0;216.0
-1;49600;EMERALDS;9992;10;9990;22;;;10008;10;10010;22;;;10000.0;216.0
-1;49600;TOMATOES;4982;6;4980;25;;;4995;6;4996;25;;;4988.5;283.36328125
-1;49700;TOMATOES;4982;8;4981;24;;;4996;8;4997;24;;;4989.0;276.33984375
-1;49700;EMERALDS;9992;14;9990;22;;;10008;14;10010;22;;;10000.0;216.0
-1;49800;EMERALDS;9992;10;9990;21;;;10008;10;10010;21;;;10000.0;216.0
-1;49800;TOMATOES;4983;10;4982;25;;;4997;10;4998;25;;;4990.0;268.8203125
-1;49900;TOMATOES;4983;7;4981;25;;;4996;7;4997;25;;;4989.5;274.55859375
-1;49900;EMERALDS;9992;11;9990;20;;;10008;11;10010;20;;;10000.0;216.0
-1;50000;EMERALDS;9992;14;9990;29;;;10008;14;10010;29;;;10000.0;216.0
-1;50000;TOMATOES;4982;5;4981;19;;;4995;5;4997;19;;;4988.5;281.09375
-1;50100;TOMATOES;4982;5;4980;17;;;4995;5;4996;17;;;4988.5;282.31640625
-1;50100;EMERALDS;9992;14;9990;30;;;10008;14;10010;30;;;10000.0;216.0
-1;50200;EMERALDS;9992;13;9990;23;;;10008;13;10010;23;;;10000.0;216.0
-1;50200;TOMATOES;4981;10;4980;18;;;4994;10;4996;18;;;4987.5;291.625
-1;50300;TOMATOES;4980;5;4979;25;;;4994;5;4995;25;;;4987.0;295.9609375
-1;50300;EMERALDS;9992;10;9990;25;;;10008;10;10010;25;;;10000.0;216.0
-1;50400;EMERALDS;9992;10;9990;29;;;10008;10;10010;29;;;10000.0;216.0
-1;50400;TOMATOES;4980;7;4979;23;;;4994;7;4995;23;;;4987.0;299.1953125
-1;50500;EMERALDS;9992;14;9990;28;;;10008;14;10010;28;;;10000.0;216.0
-1;50500;TOMATOES;4980;7;4978;23;;;4993;7;4994;23;;;4986.5;302.93359375
-1;50600;EMERALDS;9992;15;9990;23;;;10008;15;10010;23;;;10000.0;232.0
-1;50600;TOMATOES;4979;8;4978;25;;;4992;8;4993;25;;;4985.5;312.09375
-1;50700;TOMATOES;4979;8;4978;17;;;4993;8;4994;17;;;4986.0;306.6015625
-1;50700;EMERALDS;9992;11;9990;25;;;10008;11;10010;25;;;10000.0;232.0
-1;50800;TOMATOES;4979;9;4978;19;;;4993;9;4994;19;;;4986.0;308.671875
-1;50800;EMERALDS;9992;15;9990;24;;;10008;15;10010;24;;;10000.0;232.0
-1;50900;EMERALDS;9992;13;9990;26;;;10008;13;10010;26;;;10000.0;232.0
-1;50900;TOMATOES;4980;10;4978;16;;;4993;10;4994;16;;;4986.5;304.4140625
-1;51000;EMERALDS;9992;14;9990;22;;;10008;14;10010;22;;;10000.0;232.0
-1;51000;TOMATOES;4980;6;4979;24;;;4994;6;4995;24;;;4987.0;299.140625
-1;51100;TOMATOES;4987;6;4980;6;4979;22;4994;6;4995;22;;;4990.5;297.56640625
